sample_position,rule_id,method,rule_length,topk_antecedent_agreement,signed_direction_agreement,spearman_rule_salience,surrogate_predicted_class,true_label
4827,R0036,LIME-style,4,0.5,0.5,0.2060560333955727,4,10
4827,R0036,SHAP-style,4,0.5,0.5,0.38635506261669883,4,10
1942,R0017,LIME-style,3,0.3333333333333333,0.5,0.12929913477618465,19,19
1942,R0017,SHAP-style,3,0.3333333333333333,1.0,0.014366570530687184,19,19
2204,R0041,LIME-style,4,0.25,0.5,0.18029902922112614,28,28
2204,R0041,SHAP-style,4,0.5,0.75,0.30908405009335904,28,28
3674,R0048,LIME-style,4,0.0,1.0,-0.4636260751400386,18,15
3674,R0048,SHAP-style,4,0.0,0.3333333333333333,-0.18029902922112614,18,15
6563,R0026,LIME-style,4,0.5,0.5,0.437869070965592,12,12
6563,R0026,SHAP-style,4,0.75,0.5,0.6181681001867181,12,12
3227,R0001,LIME-style,4,0.0,0.5,-0.33484105426780564,12,12
3227,R0001,SHAP-style,4,0.5,0.25,0.2318130375700193,12,12
6533,R0034,LIME-style,4,0.5,0.3333333333333333,0.33484105426780564,14,14
6533,R0034,SHAP-style,4,0.25,0.3333333333333333,0.0,14,14
2966,R0044,LIME-style,4,0.5,0.75,0.2575700417444659,13,13
2966,R0044,SHAP-style,4,0.0,0.0,0.05151400834889318,13,13
7192,R0053,LIME-style,4,0.5,0.5,0.12878502087223295,7,31
7192,R0053,SHAP-style,4,0.75,0.5,0.4121120667911454,7,31
5143,R0021,LIME-style,4,0.25,0.5,0.30908405009335904,48,48
5143,R0021,SHAP-style,4,0.5,0.75,0.566654091837825,48,48
783,R0039,LIME-style,4,0.5,0.75,0.2575700417444659,19,19
783,R0039,SHAP-style,4,0.25,0.5,0.33484105426780564,19,19
700,R0028,LIME-style,4,0.25,0.3333333333333333,-0.07727101252333976,1,1
700,R0028,SHAP-style,4,0.25,0.6666666666666666,0.07727101252333976,1,1
2538,R0003,LIME-style,6,0.3333333333333333,0.3333333333333333,0.022715542521212734,37,39
2538,R0003,SHAP-style,6,0.3333333333333333,1.0,-0.04543108504242547,37,39
1244,R0034,LIME-style,4,0.25,1.0,-0.12878502087223295,6,39
1244,R0034,SHAP-style,4,0.25,0.3333333333333333,-0.2318130375700193,6,39
789,R0011,LIME-style,3,0.0,0.6666666666666666,-0.21549855796030778,12,12
789,R0011,SHAP-style,3,0.3333333333333333,0.3333333333333333,0.014366570530687184,12,12
5041,R0004,LIME-style,5,0.4,0.5,0.059768546193418315,37,37
5041,R0004,SHAP-style,5,0.2,0.5,-0.08367596467078565,37,37
109,R0021,LIME-style,4,0.5,0.75,0.5408970876633784,6,6
109,R0021,SHAP-style,4,0.75,1.0,0.6439251043611647,6,6
2440,R0013,LIME-style,4,0.5,0.6666666666666666,0.4636260751400386,26,26
2440,R0013,SHAP-style,4,0.5,0.6666666666666666,0.4636260751400386,26,26
4728,R0034,LIME-style,4,0.25,0.6666666666666666,0.02575700417444659,30,30
4728,R0034,SHAP-style,4,0.25,0.6666666666666666,0.07727101252333976,30,30
6383,R0015,LIME-style,4,0.0,0.0,-0.4893830793144852,44,44
6383,R0015,SHAP-style,4,0.0,0.5,-0.566654091837825,44,44
1508,R0015,LIME-style,4,0.25,0.5,0.2060560333955727,22,39
1508,R0015,SHAP-style,4,0.25,0.5,0.12878502087223295,22,39
302,R0034,LIME-style,4,0.25,1.0,-0.15454202504667952,6,15
302,R0034,SHAP-style,4,0.25,0.3333333333333333,-0.15454202504667952,6,15
5457,R0022,LIME-style,4,0.75,0.75,0.566654091837825,17,49
5457,R0022,SHAP-style,4,1.0,0.75,0.7211961168845046,17,49
4653,R0028,LIME-style,4,0.5,1.0,0.437869070965592,22,41
4653,R0028,SHAP-style,4,0.5,0.3333333333333333,0.2060560333955727,22,41
5588,R0014,LIME-style,2,0.5,1.0,0.13629325512727639,44,44
5588,R0014,SHAP-style,2,0.5,1.0,0.2044398826909146,44,44
6002,R0022,LIME-style,4,0.75,0.75,0.6954391127100579,17,8
6002,R0022,SHAP-style,4,0.75,0.75,0.6954391127100579,17,8
6911,R0052,LIME-style,4,0.0,0.5,-0.18029902922112614,38,38
6911,R0052,SHAP-style,4,0.0,0.25,-0.07727101252333976,38,38
3332,R0009,LIME-style,2,0.5,1.0,0.23851319647273372,30,30
3332,R0009,SHAP-style,2,0.5,1.0,0.4088797653818292,30,30
6986,R0034,LIME-style,4,0.0,0.6666666666666666,-0.15454202504667952,39,39
6986,R0034,SHAP-style,4,0.0,0.6666666666666666,-0.10302801669778636,39,39
2196,R0013,LIME-style,4,0.5,0.6666666666666666,0.4893830793144852,26,26
2196,R0013,SHAP-style,4,0.5,0.6666666666666666,0.4121120667911454,26,26
1751,R0003,LIME-style,6,0.5,1.0,0.09086217008485094,39,0
1751,R0003,SHAP-style,6,0.5,0.3333333333333333,-0.04543108504242547,39,0
2299,R0034,LIME-style,4,0.5,0.3333333333333333,0.38635506261669883,14,14
2299,R0034,SHAP-style,4,0.5,0.3333333333333333,0.2575700417444659,14,14
6740,R0044,LIME-style,4,0.25,0.75,-0.12878502087223295,38,38
6740,R0044,SHAP-style,4,0.0,0.25,-0.2060560333955727,38,38
6613,R0027,LIME-style,4,0.0,0.5,-0.4893830793144852,21,21
6613,R0027,SHAP-style,4,0.0,0.25,-0.2575700417444659,21,21
7434,R0030,LIME-style,4,0.25,0.6666666666666666,-0.02575700417444659,48,48
7434,R0030,SHAP-style,4,0.0,0.6666666666666666,-0.2318130375700193,48,48
5126,R0026,LIME-style,4,0.25,0.5,0.02575700417444659,14,14
5126,R0026,SHAP-style,4,0.5,0.5,0.33484105426780564,14,14
4356,R0022,LIME-style,4,1.0,0.75,0.7211961168845046,17,17
4356,R0022,SHAP-style,4,0.75,0.75,0.6954391127100579,17,17
4328,R0052,LIME-style,4,0.0,0.5,-0.12878502087223295,30,39
4328,R0052,SHAP-style,4,0.0,0.75,-0.12878502087223295,30,39
3229,R0013,LIME-style,4,0.25,0.3333333333333333,0.05151400834889318,28,26
3229,R0013,SHAP-style,4,0.25,0.6666666666666666,-0.02575700417444659,28,26
372,R0041,LIME-style,4,0.25,0.5,0.15454202504667952,28,33
372,R0041,SHAP-style,4,0.5,0.5,0.2833270459189125,28,33
461,R0025,LIME-style,4,0.5,0.75,0.18029902922112614,14,14
461,R0025,SHAP-style,4,0.75,0.5,0.5408970876633784,14,14
5295,R0034,LIME-style,4,0.25,1.0,-0.15454202504667952,6,39
5295,R0034,SHAP-style,4,0.25,0.3333333333333333,-0.10302801669778636,6,39
4238,R0018,LIME-style,2,0.5,1.0,0.340733137818191,13,27
4238,R0018,SHAP-style,2,0.5,0.5,0.5110997067272866,13,27
5174,R0027,LIME-style,4,0.5,0.75,0.38635506261669883,22,7
5174,R0027,SHAP-style,4,0.75,0.25,0.6181681001867181,22,7
4563,R0036,LIME-style,4,0.0,0.75,-0.566654091837825,7,9
4563,R0036,SHAP-style,4,0.5,0.75,0.12878502087223295,7,9
3430,R0039,LIME-style,4,0.5,0.75,0.2060560333955727,19,24
3430,R0039,SHAP-style,4,0.5,0.5,0.30908405009335904,19,24
996,R0039,LIME-style,4,0.5,0.75,0.18029902922112614,19,24
996,R0039,SHAP-style,4,0.25,0.75,0.10302801669778636,19,24
663,R0009,LIME-style,2,0.5,1.0,0.30665982403637193,30,30
663,R0009,SHAP-style,2,0.5,1.0,0.4429530791636483,30,30
5783,R0036,LIME-style,4,0.25,0.75,-0.05151400834889318,38,38
5783,R0036,SHAP-style,4,0.5,0.75,0.33484105426780564,38,38
6376,R0034,LIME-style,4,0.25,1.0,-0.18029902922112614,6,6
6376,R0034,SHAP-style,4,0.25,0.3333333333333333,-0.10302801669778636,6,6
5409,R0048,LIME-style,4,0.25,0.6666666666666666,0.05151400834889318,36,36
5409,R0048,SHAP-style,4,0.5,0.3333333333333333,0.10302801669778636,36,36
7233,R0027,LIME-style,4,0.25,0.75,-0.30908405009335904,7,45
7233,R0027,SHAP-style,4,0.25,0.75,-0.02575700417444659,7,45
7150,R0035,LIME-style,4,0.0,0.3333333333333333,-0.2318130375700193,21,21
7150,R0035,SHAP-style,4,0.0,0.3333333333333333,-0.12878502087223295,21,21
5779,R0017,LIME-style,3,0.3333333333333333,0.5,0.1867654168989334,19,19
5779,R0017,SHAP-style,3,0.3333333333333333,1.0,-0.04309971159206155,19,19
3522,R0026,LIME-style,4,0.5,0.5,0.38635506261669883,12,12
3522,R0026,SHAP-style,4,0.75,0.5,0.6439251043611647,12,12
4450,R0044,LIME-style,4,0.5,0.75,0.2060560333955727,13,41
4450,R0044,SHAP-style,4,0.5,0.25,0.30908405009335904,13,41
3680,R0054,LIME-style,4,0.0,0.5,0.0,19,19
3680,R0054,SHAP-style,4,0.25,0.5,0.0,19,19
4853,R0044,LIME-style,4,0.0,0.5,-0.4893830793144852,22,41
4853,R0044,SHAP-style,4,0.25,0.5,-0.18029902922112614,22,41
1197,R0016,LIME-style,3,0.3333333333333333,0.6666666666666666,0.1005659937148103,49,49
1197,R0016,SHAP-style,3,0.3333333333333333,0.3333333333333333,0.2729648400830565,49,49
7457,R0014,LIME-style,2,0.5,0.5,0.27258651025455277,35,35
7457,R0014,SHAP-style,2,0.5,0.5,0.06814662756363819,35,35
2208,R0004,LIME-style,5,0.4,0.5,0.10758338314815298,37,37
2208,R0004,SHAP-style,5,0.4,0.5,0.011953709238683665,37,37
3143,R0027,LIME-style,4,0.25,0.75,-0.30908405009335904,7,31
3143,R0027,SHAP-style,4,0.25,0.75,-0.15454202504667952,7,31
3911,R0038,LIME-style,4,0.0,1.0,-0.2575700417444659,37,37
3911,R0038,SHAP-style,4,0.25,0.3333333333333333,0.0,37,37
1748,R0017,LIME-style,3,0.3333333333333333,0.5,0.1867654168989334,19,19
1748,R0017,SHAP-style,3,0.3333333333333333,0.5,0.1005659937148103,19,19
2772,R0034,LIME-style,4,0.25,0.3333333333333333,0.12878502087223295,22,0
2772,R0034,SHAP-style,4,0.25,0.3333333333333333,0.12878502087223295,22,0
3919,R0052,LIME-style,4,0.0,0.25,-0.2060560333955727,42,42
3919,R0052,SHAP-style,4,0.0,0.5,-0.3605980584422523,42,42
3385,R0052,LIME-style,4,0.25,0.5,-0.18029902922112614,37,39
3385,R0052,SHAP-style,4,0.5,0.5,-0.02575700417444659,37,39
6441,R0029,LIME-style,4,0.0,0.6666666666666666,-0.2575700417444659,18,18
6441,R0029,SHAP-style,4,0.25,0.6666666666666666,0.12878502087223295,18,18
1428,R0028,LIME-style,4,0.0,0.3333333333333333,-0.18029902922112614,44,1
1428,R0028,SHAP-style,4,0.0,0.6666666666666666,-0.15454202504667952,44,1
768,R0022,LIME-style,4,0.25,0.5,0.15454202504667952,49,49
768,R0022,SHAP-style,4,0.25,0.5,0.18029902922112614,49,49
2132,R0034,LIME-style,4,0.0,0.6666666666666666,-0.2060560333955727,39,0
2132,R0034,SHAP-style,4,0.25,0.6666666666666666,-0.02575700417444659,39,0
1823,R0053,LIME-style,4,0.0,0.5,-0.33484105426780564,12,40
1823,R0053,SHAP-style,4,0.0,0.5,-0.15454202504667952,12,40
2885,R0025,LIME-style,4,0.0,0.5,-0.437869070965592,42,40
2885,R0025,SHAP-style,4,0.25,0.75,0.12878502087223295,42,40
3054,R0012,LIME-style,4,0.0,0.6666666666666666,-0.2833270459189125,30,0
3054,R0012,SHAP-style,4,0.0,0.6666666666666666,-0.3605980584422523,30,0
5663,R0052,LIME-style,4,0.0,0.5,-0.10302801669778636,30,39
5663,R0052,SHAP-style,4,0.0,0.75,-0.05151400834889318,30,39
6596,R0030,LIME-style,4,0.0,1.0,-0.4121120667911454,7,7
6596,R0030,SHAP-style,4,0.0,0.0,-0.5924110960122716,7,7
874,R0016,LIME-style,3,0.3333333333333333,0.6666666666666666,0.07183285265343593,49,49
874,R0016,SHAP-style,3,0.3333333333333333,0.3333333333333333,0.1867654168989334,49,49
3995,R0008,LIME-style,4,0.0,0.3333333333333333,-0.3605980584422523,28,28
3995,R0008,SHAP-style,4,0.25,1.0,-0.12878502087223295,28,28
3473,R0027,LIME-style,4,0.25,0.75,-0.3605980584422523,7,5
3473,R0027,SHAP-style,4,0.25,0.75,-0.07727101252333976,7,5
1880,R0028,LIME-style,4,0.0,0.6666666666666666,-0.18029902922112614,44,44
1880,R0028,SHAP-style,4,0.0,1.0,-0.18029902922112614,44,44
5093,R0029,LIME-style,4,0.0,0.3333333333333333,0.12878502087223295,6,36
5093,R0029,SHAP-style,4,0.75,1.0,0.6181681001867181,6,36
2498,R0036,LIME-style,4,0.5,0.75,0.0,38,38
2498,R0036,SHAP-style,4,0.5,0.75,0.2575700417444659,38,38
3031,R0029,LIME-style,4,0.0,0.6666666666666666,-0.2318130375700193,18,27
3031,R0029,SHAP-style,4,0.5,0.6666666666666666,0.2060560333955727,18,27
6250,R0034,LIME-style,4,0.25,1.0,-0.07727101252333976,6,39
6250,R0034,SHAP-style,4,0.25,0.3333333333333333,-0.07727101252333976,6,39
6679,R0034,LIME-style,4,0.0,0.6666666666666666,-0.2318130375700193,39,0
6679,R0034,SHAP-style,4,0.0,0.6666666666666666,0.0,39,0
5514,R0030,LIME-style,4,0.25,0.3333333333333333,0.15454202504667952,22,48
5514,R0030,SHAP-style,4,0.25,0.3333333333333333,0.2060560333955727,22,48
2448,R0028,LIME-style,4,0.0,0.3333333333333333,-0.2060560333955727,44,44
2448,R0028,SHAP-style,4,0.0,1.0,-0.2060560333955727,44,44
6428,R0027,LIME-style,4,0.25,0.75,-0.3605980584422523,7,9
6428,R0027,SHAP-style,4,0.25,0.75,0.07727101252333976,7,9
6566,R0052,LIME-style,4,0.0,0.75,-0.3605980584422523,22,22
6566,R0052,SHAP-style,4,0.25,0.5,-0.10302801669778636,22,22
6842,R0022,LIME-style,4,0.75,0.75,0.6954391127100579,17,8
6842,R0022,SHAP-style,4,0.75,0.75,0.6954391127100579,17,8
3001,R0021,LIME-style,4,0.25,0.5,0.33484105426780564,48,48
3001,R0021,SHAP-style,4,0.5,0.75,0.38635506261669883,48,48
5955,R0027,LIME-style,4,0.0,0.25,-0.2318130375700193,30,32
5955,R0027,SHAP-style,4,0.0,1.0,-0.2060560333955727,30,32
3418,R0009,LIME-style,2,0.5,1.0,0.30665982403637193,30,30
3418,R0009,SHAP-style,2,0.5,1.0,0.4429530791636483,30,30
6667,R0004,LIME-style,5,0.4,0.5,0.08367596467078565,37,37
6667,R0004,SHAP-style,5,0.2,0.5,-0.03586112771605099,37,37
6159,R0039,LIME-style,4,0.5,0.75,0.2060560333955727,19,16
6159,R0039,SHAP-style,4,0.25,0.5,0.18029902922112614,19,16
3605,R0030,LIME-style,4,0.0,0.6666666666666666,0.02575700417444659,19,1
3605,R0030,SHAP-style,4,0.25,0.0,0.2575700417444659,19,1
1130,R0022,LIME-style,4,1.0,0.75,0.7211961168845046,17,17
1130,R0022,SHAP-style,4,0.75,0.75,0.6954391127100579,17,17
6996,R0013,LIME-style,4,0.5,0.6666666666666666,0.5408970876633784,26,43
6996,R0013,SHAP-style,4,0.5,0.3333333333333333,0.30908405009335904,26,43
4775,R0034,LIME-style,4,0.5,0.6666666666666666,0.2575700417444659,18,18
4775,R0034,SHAP-style,4,0.5,0.3333333333333333,0.18029902922112614,18,18
5395,R0052,LIME-style,4,0.0,0.5,-0.07727101252333976,30,0
5395,R0052,SHAP-style,4,0.0,0.75,-0.18029902922112614,30,0
233,R0015,LIME-style,4,0.25,0.5,0.15454202504667952,22,22
233,R0015,SHAP-style,4,0.5,0.5,0.2318130375700193,22,22
4133,R0019,LIME-style,4,0.5,0.5,0.07727101252333976,35,23
4133,R0019,SHAP-style,4,0.5,0.5,0.30908405009335904,35,23
3369,R0012,LIME-style,4,0.0,0.6666666666666666,-0.437869070965592,30,30
3369,R0012,SHAP-style,4,0.0,0.6666666666666666,-0.2060560333955727,30,30
5622,R0022,LIME-style,4,0.25,0.75,0.10302801669778636,49,2
5622,R0022,SHAP-style,4,0.25,0.5,0.2575700417444659,49,2
3168,R0031,LIME-style,4,0.25,0.3333333333333333,-0.10302801669778636,26,29
3168,R0031,SHAP-style,4,0.25,1.0,0.2318130375700193,26,29
4002,R0031,LIME-style,4,0.0,0.3333333333333333,-0.5151400834889318,13,13
4002,R0031,SHAP-style,4,0.0,0.0,-0.437869070965592,13,13
3282,R0034,LIME-style,4,0.25,0.3333333333333333,0.12878502087223295,22,39
3282,R0034,SHAP-style,4,0.0,0.6666666666666666,-0.07727101252333976,22,39
2306,R0021,LIME-style,4,0.5,0.75,0.566654091837825,6,6
2306,R0021,SHAP-style,4,0.75,1.0,0.566654091837825,6,6
869,R0036,LIME-style,4,0.0,0.25,-0.4893830793144852,26,5
869,R0036,SHAP-style,4,0.25,0.5,-0.2833270459189125,26,5
4593,R0025,LIME-style,4,0.0,0.5,-0.4121120667911454,42,42
4593,R0025,SHAP-style,4,0.25,0.75,0.12878502087223295,42,42
2845,R0019,LIME-style,4,0.5,0.75,0.12878502087223295,35,35
2845,R0019,SHAP-style,4,0.5,0.75,0.18029902922112614,35,35
2270,R0036,LIME-style,4,0.0,0.5,-0.05151400834889318,21,21
2270,R0036,SHAP-style,4,0.5,0.0,0.4121120667911454,21,21
2397,R0038,LIME-style,4,0.0,1.0,-0.4121120667911454,48,48
2397,R0038,SHAP-style,4,0.0,0.3333333333333333,-0.18029902922112614,48,48
2155,R0011,LIME-style,3,0.0,1.0,-0.387897404328554,42,42
2155,R0011,SHAP-style,3,0.3333333333333333,0.6666666666666666,-0.014366570530687184,42,42
980,R0001,LIME-style,4,0.0,0.75,-0.5151400834889318,42,42
980,R0001,SHAP-style,4,0.25,0.5,-0.33484105426780564,42,42
3938,R0013,LIME-style,4,0.5,0.6666666666666666,0.4636260751400386,26,26
3938,R0013,SHAP-style,4,0.5,0.6666666666666666,0.4893830793144852,26,26
4449,R0025,LIME-style,4,0.0,0.5,-0.4636260751400386,42,40
4449,R0025,SHAP-style,4,0.25,0.75,0.15454202504667952,42,40
2904,R0028,LIME-style,4,0.25,0.3333333333333333,-0.10302801669778636,1,1
2904,R0028,SHAP-style,4,0.25,0.6666666666666666,0.10302801669778636,1,1
2699,R0018,LIME-style,2,0.5,1.0,0.30665982403637193,13,13
2699,R0018,SHAP-style,2,0.5,0.5,0.47702639294546745,13,13
3089,R0015,LIME-style,4,0.5,0.5,0.18029902922112614,22,22
3089,R0015,SHAP-style,4,0.5,0.5,0.3605980584422523,22,22
6215,R0001,LIME-style,4,0.0,0.5,-0.2575700417444659,12,12
6215,R0001,SHAP-style,4,0.25,0.25,0.10302801669778636,12,12
5983,R0020,LIME-style,6,0.3333333333333333,0.5,0.0,28,25
5983,R0020,SHAP-style,6,0.5,0.6666666666666666,0.2953020527757655,28,25
1754,R0020,LIME-style,6,0.16666666666666666,0.8333333333333334,-0.13629325512727639,26,33
1754,R0020,SHAP-style,6,0.3333333333333333,0.3333333333333333,0.2044398826909146,26,33
616,R0034,LIME-style,4,0.25,0.6666666666666666,-0.02575700417444659,30,0
616,R0034,SHAP-style,4,0.25,0.6666666666666666,0.10302801669778636,30,0
303,R0031,LIME-style,4,0.0,0.6666666666666666,-0.5408970876633784,13,13
303,R0031,SHAP-style,4,0.0,0.3333333333333333,-0.3605980584422523,13,13
284,R0018,LIME-style,2,0.5,1.0,0.340733137818191,13,13
284,R0018,SHAP-style,2,0.5,0.5,0.5110997067272866,13,13
3177,R0027,LIME-style,4,0.25,0.75,-0.10302801669778636,24,31
3177,R0027,SHAP-style,4,0.0,0.75,-0.18029902922112614,24,31
4465,R0020,LIME-style,6,0.3333333333333333,0.5,-0.04543108504242547,28,25
4465,R0020,SHAP-style,6,0.5,0.6666666666666666,0.27258651025455277,28,25
3155,R0041,LIME-style,4,0.25,0.5,0.15454202504667952,28,28
3155,R0041,SHAP-style,4,0.5,0.75,0.3605980584422523,28,28
2752,R0009,LIME-style,2,0.5,1.0,0.30665982403637193,30,30
2752,R0009,SHAP-style,2,0.5,1.0,0.37480645160001,30,30
607,R0036,LIME-style,4,0.0,0.5,-0.33484105426780564,44,7
607,R0036,SHAP-style,4,0.0,1.0,0.2060560333955727,44,7
4655,R0014,LIME-style,2,0.5,1.0,0.23851319647273372,44,44
4655,R0014,SHAP-style,2,0.5,1.0,0.30665982403637193,44,44
2955,R0017,LIME-style,3,0.3333333333333333,0.5,0.1867654168989334,19,24
2955,R0017,SHAP-style,3,0.3333333333333333,1.0,-0.15803227583755905,19,24
7315,R0007,LIME-style,4,0.0,0.75,0.0,37,37
7315,R0007,SHAP-style,4,0.0,0.75,0.0,37,37
685,R0019,LIME-style,4,0.5,0.5,0.18029902922112614,35,47
685,R0019,SHAP-style,4,0.5,0.5,0.15454202504667952,35,47
5945,R0052,LIME-style,4,0.0,0.25,-0.2575700417444659,42,42
5945,R0052,SHAP-style,4,0.0,0.5,-0.2318130375700193,42,42
1283,R0022,LIME-style,4,0.25,0.5,0.15454202504667952,49,17
1283,R0022,SHAP-style,4,0.25,0.5,0.2575700417444659,49,17
55,R0034,LIME-style,4,0.25,0.6666666666666666,0.05151400834889318,30,39
55,R0034,SHAP-style,4,0.25,0.6666666666666666,0.12878502087223295,30,39
93,R0018,LIME-style,2,0.5,1.0,0.37480645160001,13,41
93,R0018,SHAP-style,2,0.5,0.5,0.5110997067272866,13,41
3297,R0008,LIME-style,4,0.0,0.3333333333333333,-0.4893830793144852,28,28
3297,R0008,SHAP-style,4,0.25,1.0,-0.12878502087223295,28,28
5220,R0036,LIME-style,4,0.25,0.25,-0.10302801669778636,42,42
5220,R0036,SHAP-style,4,0.5,0.75,0.18029902922112614,42,42
1962,R0005,LIME-style,5,0.2,0.3333333333333333,-0.15539822010288762,12,12
1962,R0005,SHAP-style,5,0.2,0.0,-0.059768546193418315,12,12
4156,R0044,LIME-style,4,0.0,0.5,-0.437869070965592,22,41
4156,R0044,SHAP-style,4,0.25,0.5,-0.18029902922112614,22,41
5024,R0021,LIME-style,4,0.5,0.75,0.566654091837825,6,6
5024,R0021,SHAP-style,4,0.75,1.0,0.6181681001867181,6,6
4501,R0025,LIME-style,4,0.5,0.75,0.2318130375700193,14,40
4501,R0025,SHAP-style,4,0.75,0.5,0.5924110960122716,14,40
5067,R0011,LIME-style,3,0.0,1.0,-0.3304311222058053,42,42
5067,R0011,SHAP-style,3,0.0,0.6666666666666666,-0.04309971159206155,42,42
629,R0021,LIME-style,4,0.75,0.75,0.6181681001867181,6,6
629,R0021,SHAP-style,4,0.25,1.0,0.15454202504667952,6,6
7210,R0036,LIME-style,4,0.25,0.25,-0.12878502087223295,42,5
7210,R0036,SHAP-style,4,0.5,0.75,0.437869070965592,42,5
5459,R0028,LIME-style,4,0.0,0.6666666666666666,-0.30908405009335904,44,1
5459,R0028,SHAP-style,4,0.0,0.6666666666666666,-0.12878502087223295,44,1
6864,R0025,LIME-style,4,0.0,0.5,-0.4893830793144852,42,42
6864,R0025,SHAP-style,4,0.25,0.75,0.15454202504667952,42,42
5123,R0004,LIME-style,5,0.4,0.5,0.15539822010288762,37,37
5123,R0004,SHAP-style,5,0.2,0.25,-0.03586112771605099,37,37
6929,R0014,LIME-style,2,0.0,0.5,0.23851319647273372,23,23
6929,R0014,SHAP-style,2,0.0,0.5,0.1703665689090955,23,23
3202,R0015,LIME-style,4,0.25,0.5,0.2060560333955727,22,22
3202,R0015,SHAP-style,4,0.25,0.5,0.30908405009335904,22,22
559,R0048,LIME-style,4,0.25,0.6666666666666666,0.02575700417444659,36,41
559,R0048,SHAP-style,4,0.5,0.6666666666666666,0.30908405009335904,36,41
415,R0036,LIME-style,4,0.5,0.75,0.05151400834889318,38,10
415,R0036,SHAP-style,4,0.5,0.75,0.2575700417444659,38,10
5946,R0015,LIME-style,4,0.5,0.5,0.2575700417444659,22,22
5946,R0015,SHAP-style,4,0.25,0.5,-0.05151400834889318,22,22
2294,R0034,LIME-style,4,0.25,1.0,-0.07727101252333976,6,6
2294,R0034,SHAP-style,4,0.25,0.3333333333333333,-0.12878502087223295,6,6
3095,R0020,LIME-style,6,0.16666666666666666,0.6666666666666666,-0.11357771260606365,26,25
3095,R0020,SHAP-style,6,0.16666666666666666,0.5,0.06814662756363819,26,25
1688,R0034,LIME-style,4,0.0,0.6666666666666666,-0.2318130375700193,39,39
1688,R0034,SHAP-style,4,0.25,0.6666666666666666,-0.05151400834889318,39,39
5963,R0038,LIME-style,4,0.0,1.0,-0.2060560333955727,37,37
5963,R0038,SHAP-style,4,0.25,0.3333333333333333,0.12878502087223295,37,37
6855,R0009,LIME-style,2,0.5,1.0,0.30665982403637193,30,30
6855,R0009,SHAP-style,2,0.0,1.0,0.4088797653818292,30,30
140,R0034,LIME-style,4,0.25,0.3333333333333333,0.12878502087223295,22,39
140,R0034,SHAP-style,4,0.0,0.3333333333333333,-0.07727101252333976,22,39
1750,R0044,LIME-style,4,0.0,0.5,-0.38635506261669883,22,41
1750,R0044,SHAP-style,4,0.25,0.5,-0.05151400834889318,22,41
7387,R0027,LIME-style,4,0.0,0.5,-0.4893830793144852,21,21
7387,R0027,SHAP-style,4,0.0,0.5,-0.2575700417444659,21,21
1108,R0025,LIME-style,4,0.0,0.5,-0.4636260751400386,42,42
1108,R0025,SHAP-style,4,0.25,0.75,-0.05151400834889318,42,42
7234,R0012,LIME-style,4,0.5,0.6666666666666666,0.05151400834889318,4,4
7234,R0012,SHAP-style,4,0.5,0.0,0.18029902922112614,4,4
592,R0029,LIME-style,4,0.0,0.6666666666666666,-0.15454202504667952,48,20
592,R0029,SHAP-style,4,0.25,0.6666666666666666,0.2833270459189125,48,20
4850,R0011,LIME-style,3,0.0,0.0,-0.6464956738809234,44,1
4850,R0011,SHAP-style,3,0.0,0.6666666666666666,-0.4740968275126771,44,1
6107,R0044,LIME-style,4,0.0,0.5,-0.2318130375700193,39,22
6107,R0044,SHAP-style,4,0.25,0.5,-0.05151400834889318,39,22
2184,R0013,LIME-style,4,0.5,0.6666666666666666,0.437869070965592,26,26
2184,R0013,SHAP-style,4,0.5,0.6666666666666666,0.5408970876633784,26,26
6297,R0020,LIME-style,6,0.5,0.5,0.0,28,25
6297,R0020,SHAP-style,6,0.5,0.6666666666666666,0.2953020527757655,28,25
5752,R0046,LIME-style,4,0.25,0.3333333333333333,-0.2060560333955727,17,46
5752,R0046,SHAP-style,4,0.25,0.3333333333333333,-0.10302801669778636,17,46
4162,R0021,LIME-style,4,0.5,0.75,0.5408970876633784,6,6
4162,R0021,SHAP-style,4,1.0,1.0,0.7211961168845046,6,6
4962,R0027,LIME-style,4,0.25,0.75,0.05151400834889318,4,45
4962,R0027,SHAP-style,4,0.5,0.25,0.2060560333955727,4,45
354,R0034,LIME-style,4,0.25,1.0,-0.15454202504667952,6,39
354,R0034,SHAP-style,4,0.25,0.3333333333333333,-0.18029902922112614,6,39
5042,R0009,LIME-style,2,0.5,1.0,0.30665982403637193,30,30
5042,R0009,SHAP-style,2,0.0,1.0,0.2044398826909146,30,30
85,R0027,LIME-style,4,0.25,0.0,-0.12878502087223295,28,33
85,R0027,SHAP-style,4,0.0,0.75,-0.15454202504667952,28,33
1034,R0043,LIME-style,4,0.25,0.0,-0.05151400834889318,28,10
1034,R0043,SHAP-style,4,0.0,0.75,0.02575700417444659,28,10
5330,R0027,LIME-style,4,0.25,0.5,0.12878502087223295,6,31
5330,R0027,SHAP-style,4,0.5,0.5,0.38635506261669883,6,31
3965,R0036,LIME-style,4,0.5,0.5,0.2318130375700193,4,10
3965,R0036,SHAP-style,4,0.75,0.5,0.4893830793144852,4,10
3350,R0029,LIME-style,4,0.25,0.3333333333333333,-0.05151400834889318,27,27
3350,R0029,SHAP-style,4,0.25,0.6666666666666666,-0.05151400834889318,27,27
